Primary kV,Secondary kV,SKU,Primary Voltage,KVA,%Z,X/R,Full load loss [kW],No load loss [kW],Secondary Voltage,Feed,Config.,Bushing Qty,Winding,LBOR,Housing,Pri. BIL,Freq.,Cooling
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-15KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,15,1.40,1.10,0.90,0.06,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-25KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,25,1.60,1.10,0.90,0.07,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-37.5KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,37.5,2.30,1.40,1.05,0.08,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-50KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,50,2.60,1.60,1.20,0.09,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-75KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,75,2.75,1.80,1.50,0.12,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-100KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,100,3.00,2.00,1.75,0.15,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-167KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,167,3.35,2.50,2.35,0.21,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-250KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,250,3.75,3.60,3.25,0.30,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-333KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,333,4.00,4.70,3.90,0.36,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-500KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,500,4.20,5.50,5.50,0.51,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,27600GrdY/16000 Primary - 240/120V Secondary,MT-PML-R5-1P-GMD-833KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,27600GrdY/16000,833,4.45,6.50,8.40,0.63,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-5KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,5,1.10,1.00,0.80,0.05,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-10KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,10,1.20,1.00,0.80,0.05,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-15KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,15,1.40,1.10,0.90,0.06,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-25KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,25,1.60,1.10,0.90,0.07,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-37.5KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,37.5,2.30,1.40,1.05,0.08,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-50KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,50,2.60,1.60,1.20,0.09,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-75KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,75,2.75,1.80,1.50,0.12,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-100KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,100,3.00,2.00,1.75,0.15,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-167KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,167,3.35,2.50,2.35,0.21,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-250KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,250,3.75,3.60,3.25,0.30,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-333KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,333,4.00,4.70,3.90,0.36,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-500KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,500,4.20,5.50,5.50,0.51,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R7-1P-GME-833KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,833,4.45,6.50,8.40,0.63,240/120V,Loop,ANSI Type II,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-5KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,5,1.10,1.00,0.80,0.05,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-10KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,10,1.20,1.00,0.80,0.05,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-15KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,15,1.40,1.10,0.90,0.06,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-25KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,25,1.60,1.10,0.90,0.07,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-37.5KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,37.5,2.30,1.40,1.05,0.08,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-50KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,50,2.60,1.60,1.20,0.09,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-75KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,75,2.75,1.80,1.50,0.12,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-100KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,100,3.00,2.00,1.75,0.15,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-167KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,167,3.35,2.50,2.35,0.21,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-250KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,250,3.75,3.60,3.25,0.30,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-333KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,333,4.00,4.70,3.90,0.36,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-500KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,500,4.20,5.50,5.50,0.51,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
35 kV,26400GrdY/15240 Primary - 240/120V Secondary,MT-PML-R5-1P-GME-833KVA-SZ-LT-DF-A6-BB-CZ-2B4-M1,26400GrdY/15240,833,4.45,6.50,8.40,0.63,240/120V,Loop,ANSI Type I,"(2) HV, (3) LV",Copper,(1) 4-Pos,Steel,150 Kv,60 Hz,KNAN
